gid,year,m_20g_pop,w_20g_pop,m_30g_pop,w_30g_pop,m_40g_pop,w_40g_pop,m_50g_pop,w_50g_pop,m_60g_pop,w_60g_pop,m_70g_pop,w_70g_pop,m_80g_pop,w_80g_pop,m_90g_pop,w_90g_pop,m_100g_pop,w_100g_pop
다사700393,2020,21.0,32.0,13.0,28.0,31.0,28.0,38.0,32.0,18.0,25.0,27.0,24.0,12.0,11.0,0.0,,,0.0
다사700373,2020,41.0,30.0,38.0,27.0,30.0,36.0,52.0,44.0,42.0,36.0,15.0,18.0,0.0,7.0,0.0,0.0,,
다사609355,2020,,,,,,,,,,,,,,,,,,
다사609336,2020,,,,,,,,,,,,,,,,,,
다사719357,2020,,,,,,,,,,,,,,,,,,
다사719364,2020,,,,,,,,,,,,,,,,,,
다사595309,2020,,,,,,,,,,,,,,,,,,
다사609368,2020,,,,,,,,,,,,,,,,,,
다사719363,2020,,,,,,,,,,,,,,,,,,
다사700353,2020,,,,,,,,,,,,,,,,,,
다사595310,2020,,,,,,,,,,,,,,,,,,
다사719362,2020,,,,,,,,,,,,,,,,,,
다사700354,2020,,,,,,,,,,,,,,,,,,
다사609367,2020,,,,,,,,,,,,,,,,,,
다사719361,2020,,,,,,,,,,,,,,,,,,
다사595311,2020,,,,,,,,,,,,,,,,,,
다사700355,2020,,,,,,,,,,,,,,,,,,
다사719360,2020,,,,,,,,,,,,,,,,,,
다사609366,2020,,,,,,,,,,,,,,,,,,
다사700356,2020,,,,,,,,,,,,,,,,,,
다사595312,2020,,,,,,,,,,,,,,,,,,
다사719359,2020,,,,,,,,,,,,,,,,,,
다사700357,2020,,,,,,,0.0,,,,,,,,,,,
다사609365,2020,,,,,,,,,,,,,,,,,,
다사719358,2020,,,,,,,,,,,,,,,,,,
다사595313,2020,,,,,,,,,,,,,,,,,,
다사700352,2020,,,,,,,,,,,,,,,,,,
다사610291,2020,,,,,,,,,,,,,,,,,,
다사700351,2020,,,,,,,,,,,,,,,,,,
다사595306,2020,,,,,,,,,,,,,,,,,,
다사595304,2020,,,,,,,,,,,,,,,,,,
다사719371,2020,,,,,,,,,,,,,,,,,,
다사610295,2020,,,,,,,,,,,,,,,,,,
다사700346,2020,,,,,,,,,,,,,,,,,,
다사719370,2020,,,,,,,,,,,,,,,,,,
다사595305,2020,,,,,,,,,,,,,,,,,,
다사610294,2020,,,,,,,,,,,0.0,0.0,,,,,,
다사700347,2020,12.0,11.0,6.0,8.0,10.0,22.0,17.0,10.0,9.0,8.0,0.0,0.0,0.0,0.0,,,,
다사719369,2020,,,,,,,,,,,,,,,,,,
다사700348,2020,16.0,23.0,18.0,13.0,21.0,28.0,30.0,35.0,24.0,26.0,11.0,0.0,0.0,0.0,,0.0,,
다사719365,2020,,,,,,,,,,,,,,,,,,
다사719368,2020,,,,,,,,,,,,,,,,,,
다사610293,2020,,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,,,
다사700349,2020,17.0,16.0,14.0,29.0,29.0,25.0,24.0,30.0,18.0,19.0,7.0,0.0,0.0,0.0,,0.0,,
다사719367,2020,,,,,,,,,,,,,,,,,,
다사595307,2020,,,,,,,,,,,,,,,,,,
다사610292,2020,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,
다사700350,2020,,,,,,,,,,,,,,,,,,
다사719366,2020,,,,,,,,,,,,,,,,,,
다사595308,2020,,,,,,,,,,,,,,,,,,
다사700358,2020,,,,,,,,,,,,,,,,,,
다사609364,2020,,,,,,,,,,,,,,,,,,
다사718406,2020,,,,,,,,,,,,,,,,,,
다사700359,2020,,,,,,,,,,,,,,,,,,
다사700366,2020,,,,,,,,,,,,,,,,,,
다사609359,2020,,,,,,,,,,,,,,,,,,
다사718412,2020,,,,,,,,,,,,,,,,,,
다사700367,2020,,,,,,,,,,,,,,,,,,
다사595320,2020,,,,,,,,,,,,,,,,,,
다사718411,2020,,,,,,,,,,,,,,,,,,
다사609358,2020,,,,,,,,,,,,,,,,,,
다사700368,2020,,,,,,,,,,,,,,,,,,
다사718410,2020,,,,,,,,,,,,,,,,,,
다사595321,2020,,,,,,,,,,,,,,,,,,
다사700369,2020,,,,,,,,,,,,,,,,,,
다사609357,2020,,,,,,,,,,,,,,,,,,
다사718409,2020,,,,,,,,,,,,,,,,,,
다사595322,2020,,,,,,,,,,,,,,,,,,
다사700370,2020,,,,,,,,,,,,,,,,,,
다사718408,2020,,,,,,,,,,,,,,,,,,
다사609356,2020,,,,,,,,,,,,,,,,,,
다사700371,2020,,,,,,,0.0,,0.0,0.0,,,,,,,,
다사718407,2020,,,,,,,,,,,,,,,,,,
다사595323,2020,,,,,,,,,,,,,,,,,,
다사700372,2020,26.0,24.0,31.0,32.0,33.0,37.0,42.0,40.0,36.0,43.0,10.0,18.0,0.0,6.0,0.0,,,
다사595319,2020,,,,,,,,,,,,,,,,,,
다사718413,2020,,,,,,,,,,,,,,,,,,
다사700365,2020,,,,,,,,,,,,,,,,,,
다사609362,2020,,,,,,,,,,,,,,,,,,
다사595314,2020,,,,,,,,,,,,,,,,,,
다사719356,2020,,,,,,,,,,,,,,,,,,
다사700360,2020,,,,,,,,,,,,,,,,,,
다사719355,2020,,,,,,,,,,,,,,,,,,
다사595315,2020,,,,,,,,,,,,,,,,,,
다사609363,2020,,,,,,,,,,,,,,,,,,
다사700361,2020,,,,,,,,,,,,,,,,,,
다사719354,2020,,,,,,,,,,,,,,,,,,
다사595316,2020,,,,,,,,,,,,,,,,,,
다사700362,2020,,,,,,,,,,,,,,,,,,
다사718414,2020,,,,,,,,,,,,,,,,,,
다사719353,2020,,,,,,,,,,,,,,,,,,
다사719352,2020,,,,,,,,,,,,,,,,,,
다사700363,2020,,,,,,,,,,,,,,,,,,
다사595317,2020,,,,,,,,,,,,,,,,,,
다사609361,2020,,,,,,,,,,,,,,,,,,
다사700364,2020,,,,,,,,,,,,,,,,,,
다사719351,2020,,,,,,,,,,,,,,,,,,
다사595318,2020,,,,,,,,,,,,,,,,,,
다사609360,2020,,,,,,,,,,,,,,,,,,
다사595344,2020,,,,,,,,,,,,,,,,,,
다사700401,2020,,,,,,,,,,,,,,,,,,
다사719372,2020,,,,,,,,,,,,,,,,,,
다사701341,2020,,,,,,,,,,,,,,,,,,
다사609312,2020,,,,,,,,,,,,,,,,,,
다사701335,2020,,,,,,,,,,,,,,,,,,
다사717403,2020,,,,,,,,,,,,,,,,,,
다사717402,2020,,,,,,,,,,,,,,,,,,
다사596311,2020,,,,,,,,,,,,,,,,,,
다사701336,2020,,,,,,,,,,,,,,,,,,
다사609311,2020,,,,,,,,,,,,,,,,,,
다사717401,2020,,,,,,,,,,,,,,,,,,
다사701337,2020,,,,,,,,,,,,,,,,,,
다사596312,2020,,,,,,,,,,,,,,,,,,
다사609310,2020,,,,,,,,,,,,,,,,,,
다사717400,2020,,,,,,,,,,,,,,,,,,
다사701338,2020,,,,,,,0.0,,,0.0,,,0.0,0.0,,,,
다사717399,2020,,,,,,,,,,,,,,,,,,
다사596313,2020,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,
다사701339,2020,,,,,,,,,,,,,,,,,,
다사609309,2020,,,,,,,,,,,,,,,,,,
다사717398,2020,,,,,,,,,,,,,,,,,,
다사701340,2020,,,,,,,,,,,,,,,,,,
다사596314,2020,,,,,,,,,,,,,,,,,,
다사717397,2020,,,,,,,,,,,,,,,,,,
다사596310,2020,,,,,,,,,,,,,,,,,,
다사717404,2020,,,,,,,,,,,,,,,,,,
다사701334,2020,,,,,,,,,,,,,,,,,,
다사609315,2020,,,,,,,,,,,,,,,,,,
다사596305,2020,,,,,,,,,,,,,,,,,,
다사701328,2020,,,,,,,,,,,,,,,,,,
다사717410,2020,,,,,,,,,,,,,,,,,,
다사609316,2020,,,,,,,,,,,,,,,,,,
다사701329,2020,,,,,,,,,,,,,,,,,,
다사596306,2020,,,,,,,,,,,,,,,,,,
다사717409,2020,,,,,,,,,,,,,,,,,,
다사701330,2020,,,,,,,,,,,,,,,,,,
다사717408,2020,,,,,,,,,,,,,,,,,,
다사596307,2020,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,6.0,6.0,10.0,0.0,15.0,,
다사609313,2020,,,,,,,,,,,,,,,,,,
다사701331,2020,,,,,,,,,,,,,,,,,,
다사717407,2020,,,,,,,,,,,,,,,,,,
다사609314,2020,,,,,,,,,,,,,,,,,,
다사596308,2020,,,,,,0.0,,,,,0.0,0.0,,,,,,
다사701332,2020,,,,,,,,,,,,,,,,,,
다사717406,2020,,,,,,,,,,,,,,,,,,
다사701333,2020,,,,,,,,,,,,,,,,,,
다사717405,2020,,,,,,,,,,,,,,,,,,
다사596309,2020,,,,,,,,,,,,,,,,,,
다사609308,2020,,,,0.0,,,,,,,,,,,,,,
다사717396,2020,,,,,,,,,,,,,,,,,,
다사609317,2020,,,,,,,,,,,,,,,,,,
다사596315,2020,,,,,,,,,,,,,,,,,,
다사717388,2020,,,,,,,,,,,,,,,,,,
다사701349,2020,,,,,,,,,,,,,,,,,,
다사717387,2020,,,,,,,,,,,,,,,,,,
다사609302,2020,,,,,,,,,,,,,,,,,,
다사701350,2020,,,,,,,,,,,,,,,,,,
다사596321,2020,,,,,,,,,,,,,,,,,,
다사717386,2020,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
다사596322,2020,,,,,,,,,,,,,,,,,,
다사701351,2020,,,,,,,,,,,,,,,,,,
다사609301,2020,,,,,,,,,,,,,,,,,,
다사717385,2020,12.0,14.0,7.0,8.0,16.0,15.0,22.0,17.0,14.0,14.0,12.0,10.0,0.0,0.0,,0.0,,
다사701352,2020,,,,,,,,,,,,,,,,,,
다사717384,2020,15.0,13.0,14.0,21.0,20.0,16.0,29.0,25.0,22.0,22.0,12.0,17.0,0.0,9.0,,,,
다사609300,2020,,,,,,,,,,,,,,,,,,
다사596323,2020,,,,,,,,,,,,,,,,,,
다사701353,2020,,,,,,,,,,,,,,,,,,
다사717383,2020,,,,,,,,,,,,,,,,,,
다사596324,2020,,,,,,,,,,,,,,,,,,
다사701354,2020,,,,,,,,,,,,,,,,,,
다사609299,2020,,,,,,,,,,,,,,,,,,
다사717382,2020,,,,,,,,,0.0,,,,,,,,,
다사609303,2020,,,,,,,,,,,,,,,,,,
다사596320,2020,,,,,,,,,,,,,,,,,,
다사717389,2020,,,,,,,,,,,,,,,,,,
다사596317,2020,,,,,,,,,,,,,,,,,,
다사701342,2020,,,,,,,,,,,,,,,,,,
다사609307,2020,,,,,,,,,,,,,,,,,,
다사717395,2020,,,,,,,,,,,,,,,,,,
다사596316,2020,,,,,,,,,,,,,,,,,,
다사701343,2020,,,,,,,,,,,,,,,,,,
다사717394,2020,,,,,,,,,,,,,,,,,,
다사609306,2020,,,,,,,,,,,,,,,,,,
다사701344,2020,,,,,,,,,,,,,,,,,,
다사717393,2020,,,,,,,,,,,,,,,,,,
다사701345,2020,,,,,,,,,,,,,,,,,,
다사701348,2020,,,,,,,,,,,,,,,,,,
다사717392,2020,,,,,,,,,,,,,,,,,,
다사609305,2020,,,,,,,,,,,,,,,,,,
다사596318,2020,,,,,,,,,,,,,,,,,,
다사717391,2020,,,,,,,,,,,,,,,,,,
다사701346,2020,,,,,,,,,,,,,,,,,,
다사609304,2020,,,,,,,,,,,,,,,,,,
다사701347,2020,18.0,20.0,15.0,11.0,19.0,28.0,22.0,37.0,30.0,37.0,12.0,18.0,0.0,0.0,,0.0,,
다사717390,2020,,,,,,,,,,,,,,,,,,
다사596319,2020,,,,,,,,,,,,,,,,,,
다사717411,2020,,,,,,,,,,,,,,,,,,
다사701327,2020,,,,,,,,,,,,,,,,,,
다사718375,2020,,,,,,,,,,,,,,,,,,
다사718360,2020,,,,,,,,,,,,,,,,,,
다사609331,2020,,,,,,,,,,,,,,,,,,
다사595357,2020,,,,,,,,,,,,,,,,,,
다사700409,2020,,,,,,,,,,,,,,,,,,
다사718366,2020,,,,,,,,,,,,,,,,,,
다사609330,2020,,,,,,,,,,,,,,,,,,
다사700410,2020,,,,,,,,,,,,,,,,,,
다사718365,2020,,,,,,,,,,,,,,,,,,
다사595358,2020,,,,,,,,,,,,,,,,,,
다사700411,2020,,,,,,,,,,,,,,,,,,
다사718364,2020,,,,,,,,,,,,,,,,,,
다사609329,2020,,,,,,,,,,,,,,,,,,
다사595359,2020,,,,,,,,,,,,,,,,,,
다사700412,2020,,,,,,,,,,,,,,,,,,
다사718363,2020,,,,,,,,,,,,,,,,,,
다사609328,2020,,,,,,,,,,,,,,,,,,
다사718362,2020,,,,,,,,,,,,,,,,,,
다사700413,2020,,,,,,,,,,,,,,,,,,
다사595360,2020,,,,,,,,,,,,,,,,,,
다사718361,2020,,,,,,,,,,,,,,,,,,
다사701312,2020,,,,,,,,,,,,,,,,,,
다사595361,2020,,,,,,,,,,,,,,,,,,
다사718367,2020,,,,,,,,,,,,,,,,,,
다사700408,2020,,,,,,,,,,,,,,,,,,
다사595356,2020,,,,,,,,,,,,,,,,,,
다사700404,2020,,0.0,,,,,0.0,0.0,,,,,,,,,,
다사718374,2020,,,,,,,,,,,,,,,,,,
다사700402,2020,,,,,,,,,,,,,,,,,,
다사595352,2020,,,,,,,,,,,,,,,,,,
다사609335,2020,,,,,,,,,,,,,,,,,,
다사718373,2020,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,,
다사700403,2020,,,,,,,,,,,,,,,,,,
다사595353,2020,,,,,,,,,,,,,,,,,,
다사609334,2020,,,,,,,,,,,,,,,,,,
다사718372,2020,,,,,,,,,,,,,,,,,,
다사718371,2020,,,,,,,,,,,,,,,,,,
다사718368,2020,,,,,,,,,,,,,,,,,,
다사595354,2020,,,,,,,,,,,,,,,,,,
다사700405,2020,,,,,,,,,,,,,,,,,,
다사609333,2020,,,,,,,,,,,,,,,,,,
다사718370,2020,,,,,,,,,,,,,,,,,,
다사700406,2020,,,,,,,,,,,,,,,,,,
다사595355,2020,,,,,,,,,,,,,,,,,,
다사718369,2020,,,,,,,,,,,,,,,,,,
다사609332,2020,,,,,,,,,,,,,,,,,,
다사700407,2020,,,,,,,,,,,,,,,,,,
다사609327,2020,0.0,7.0,14.0,13.0,17.0,21.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,,,,
다사701313,2020,,,,,,,,,,,,,,,,,,
다사717412,2020,,,,,,,,,,,,,,,,,,
다사718359,2020,,,,,,,,,,,,,,,,,,
다사596300,2020,,,,,,,,,,,,,,,,,,
다사718351,2020,,,,,,,,,,,,,,,,,,
다사701321,2020,,,,,,,,,,,,,,,,,,
다사609321,2020,,,,,,,,,,,,,,,,,,
다사701322,2020,,,,,,,,,,,,,,,,,,
다사717417,2020,,,,,,,,,,,,,,,,,,
다사596301,2020,,,,,0.0,,,,,0.0,0.0,,,,,,,
다사609320,2020,,,,,,,,,,,,,,,,,,
다사701323,2020,,,,,,,,,,,,,,,,,,
다사717416,2020,,,,,,,,,,,,,,,,,,
다사596302,2020,,,,,,,,,,,,,,,,,,
다사717415,2020,,,,,,,,,,,,,,,,,,
다사701324,2020,,,,,,,,,,,,,,,,,,
다사609319,2020,,,,,,,,,,,,,,,,,,
다사717414,2020,,,,,,,,,,,,,,,,,,
다사701325,2020,,,,,,,,,,,,,,,,,,
다사596303,2020,,,,,,,,,,,,,,,,,,
다사609318,2020,,,,,,,,,,,,,,,,,,
다사717413,2020,,,,,,,,,,,,,,,,,,
다사701326,2020,,,,,,,,,,,,,,,,,,
다사596304,2020,,,,,,,,,,,,,,,,,,
다사718352,2020,,,,,,,,,,,,,,,,,,
다사701320,2020,,,,,,,,,,,,,,,,,,
다사609322,2020,,,,,,,,,,,,,,,,,,
다사718356,2020,,,,,,,,,,,,,,,,,,
다사609326,2020,6.0,7.0,16.0,18.0,21.0,18.0,8.0,8.0,0.0,10.0,0.0,8.0,0.0,,,,,
다사701314,2020,,,,,,,,,,,,,,,,,,
다사595362,2020,,,,,,,,,,,,,,,,,,
다사718358,2020,,,,,,,,,,,,,,,,,,
다사701315,2020,,,,,,,,,,,,,,,,,,
다사595363,2020,,,,,,,,,,,,,,,,,,
다사609325,2020,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,
다사718357,2020,,,,,,,,,,,,,,,,,,
다사701316,2020,,,,,,,,,,,,,,,,,,
다사609324,2020,,,,,,,,,,,,,,,,,,
다사595366,2020,,,,,,,,,,,,,,,,,,
다사595364,2020,,,,,,,,,,,,,,,,,,
다사701317,2020,,,,,,,,,,,,,,,,,,
다사718355,2020,,,,,,,,,,,,,,,,,,
다사595365,2020,,,,,,,,,,,,,,,,,,
다사701318,2020,,,,,,,,,,,,,,,,,,
다사718354,2020,,,,,,,,,,,,,,,,,,
다사609323,2020,,,,,,0.0,0.0,,,0.0,0.0,,,,,,,
다사701319,2020,,,,,,,,,,,,,,,,,,
다사718353,2020,,,,,,,,,,,,,,,,,,
다사700345,2020,,,,,,,,,,,,,,,,,,
다사595303,2020,,,,,,,,,,,,,,,,,,
다사703377,2020,23.0,25.0,26.0,18.0,23.0,21.0,34.0,27.0,24.0,22.0,7.0,10.0,0.0,8.0,,0.0,,
다사610343,2020,,,,,,,,,,,,,,,,,,
다사594301,2020,,,,,,,,,,,,,,,,,,
다사610347,2020,,,,,,,,,,,,,,,,,,
다사720400,2020,,,,,,,,,,,,,,,,,,
다사699374,2020,47.0,36.0,44.0,24.0,42.0,25.0,48.0,52.0,45.0,44.0,23.0,14.0,0.0,12.0,,0.0,,
다사610346,2020,,,,,,,,,,,,,,,,,,
다사720399,2020,,,,,,,,,,,,,,,,,,
다사699375,2020,37.0,27.0,19.0,24.0,34.0,30.0,60.0,48.0,41.0,32.0,17.0,25.0,0.0,7.0,,0.0,,
다사594302,2020,,,,,,,,,,,,,,,,,,
다사720398,2020,,,,,,,,,,,,,,,,,,
다사699376,2020,43.0,24.0,44.0,28.0,34.0,28.0,37.0,44.0,40.0,43.0,14.0,14.0,0.0,7.0,,0.0,,0.0
다사594303,2020,,,,,,,,,,,,,,,,,,
다사720397,2020,,,,,,,,,,,,,,,,,,
다사610345,2020,,,,,,,,,,,,,,,,,,
다사699377,2020,35.0,32.0,28.0,18.0,22.0,29.0,52.0,47.0,35.0,27.0,9.0,15.0,0.0,0.0,0.0,0.0,,
다사720396,2020,,,,,,,,,,,,,,,,,,
다사594304,2020,,,,,,,,,,,,,,,,,,
다사610344,2020,,,,,,,,,,,,,,,,,,
다사699378,2020,36.0,27.0,33.0,26.0,29.0,33.0,47.0,45.0,41.0,39.0,19.0,22.0,8.0,10.0,0.0,0.0,,
다사720395,2020,,,,,,,,,,,,,,,,,,
다사594305,2020,,,,,,,,,,,,,,,,,,
다사699379,2020,21.0,19.0,18.0,16.0,25.0,17.0,39.0,23.0,25.0,22.0,15.0,15.0,0.0,0.0,,,,
다사720401,2020,,,,,,,,,,,,,,,,,,
다사699373,2020,54.0,37.0,52.0,26.0,44.0,42.0,55.0,50.0,48.0,52.0,17.0,17.0,7.0,10.0,0.0,0.0,,
다사594300,2020,,,,,,,,,,,,,,,,,,
다사699369,2020,,,,,,,,,,,,,,,,,,
다사721355,2020,,,,,,,,,,,,,,,,,,
다사593335,2020,,,,,,,,,,,,,,,,,,
다사699367,2020,,,,,,,,,,,,,,,,,,
다사721354,2020,,,,,,,,,,,,,,,,,,
다사610351,2020,,,,,,,,,,,,,,,,,,
다사593336,2020,,,,,,,,,,,,,,,,,,
다사699368,2020,,,,,,,,,,,,,,,,,,
다사721353,2020,,,,,,,,,,,,,,,,,,
다사610350,2020,,,,,,,,,,,,,,,,,,
다사721352,2020,,,,,,,,,,,,,,,,,,
다사699372,2020,27.0,23.0,30.0,18.0,29.0,17.0,37.0,37.0,25.0,35.0,12.0,12.0,0.0,6.0,0.0,,,
다사593337,2020,,,,,,,,,,,,,,,,,,
다사699370,2020,,,,,,,,,,,,,,,,,,
다사720404,2020,,,,,,,,,,,,,,,,,,
다사610349,2020,,,,,,,,,,,,,,,,,,
다사593338,2020,,,,,,,,,,,,,,,,,,
다사699371,2020,,,,,,,,,,,,,,,,,,
다사720403,2020,,,,,,,,,,,,,,,,,,
다사610348,2020,,,,,,,,,,,,,,,,,,
다사720402,2020,,,,,,,,,,,,,,,,,,
다사720394,2020,,,,,,,,,,,,,,,,,,
다사699380,2020,28.0,26.0,25.0,25.0,19.0,22.0,38.0,28.0,35.0,38.0,16.0,18.0,0.0,7.0,,0.0,,0.0
다사610352,2020,,,,,,,,,,,,,,,,,,
다사720393,2020,,,,,,,,,,,,,,,,,,
다사594311,2020,,,,,,,,,,,,,,,,,,
다사720385,2020,,,,,,,,,,,,,,,,,,
다사699388,2020,46.0,50.0,45.0,32.0,33.0,32.0,63.0,52.0,50.0,51.0,17.0,26.0,11.0,22.0,0.0,0.0,,
다사610337,2020,,,,,,,,,,,,,,,,,,
다사720384,2020,,,,,,,,,,,,,,,,,,
다사594312,2020,,,,,,,,,,,,,,,,,,
다사699389,2020,39.0,35.0,36.0,38.0,44.0,39.0,41.0,38.0,56.0,42.0,28.0,28.0,11.0,7.0,0.0,0.0,,
다사720383,2020,,,,,,,,,,,,,,,,,,
다사610336,2020,,,,,,,,,,,,,,,,,,
다사699390,2020,15.0,20.0,21.0,11.0,21.0,20.0,25.0,28.0,25.0,34.0,10.0,12.0,7.0,0.0,,0.0,,0.0
다사594313,2020,,,,,,,,,,,,,,,,,,
다사720382,2020,,,,,,,,,,,,,,,,,,
다사699391,2020,33.0,22.0,28.0,18.0,20.0,24.0,36.0,42.0,22.0,29.0,16.0,19.0,0.0,8.0,0.0,0.0,,
다사720381,2020,,,,,,,,,,,,,,,,,,
다사594314,2020,,,,,,,,,,,,,,,,,,
다사610335,2020,,,,,,,,,,,,,,,,,,
다사699392,2020,10.0,14.0,8.0,12.0,17.0,14.0,14.0,14.0,18.0,15.0,0.0,11.0,0.0,0.0,,,,
다사720380,2020,,,,,,,,,,,,,,,,,,
다사594315,2020,,,,,,,,,,,,,,,,,,
다사610334,2020,,,,,,,,,,,,,,,,,,
다사699393,2020,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
다사699387,2020,40.0,39.0,32.0,26.0,38.0,49.0,34.0,41.0,39.0,36.0,15.0,20.0,0.0,9.0,0.0,0.0,,
다사720386,2020,,,,,,,,,,,,,,,,,,
다사610338,2020,,,,,,,,,,,,,,,,,,
다사720390,2020,,,,,,,,,,,,,,,,,,
다사594306,2020,,,,,,,,,,,,,,,,,,
다사610342,2020,,,,,,,,,,,,,,,,,,
다사699381,2020,39.0,55.0,53.0,34.0,34.0,35.0,58.0,62.0,51.0,36.0,25.0,25.0,11.0,0.0,0.0,,,
다사720392,2020,,,,,,,,,,,,,,,,,,
다사594307,2020,,,,,,,,,,,,,,,,,,
다사699382,2020,,,,,,,,,,,,,,,,,,
다사720391,2020,,,,,,,,,,,,,,,,,,
다사610341,2020,,,,,,,,,,,,,,,,,,
다사699383,2020,,,,,,,,,,,,,,,,,,
다사594308,2020,,,,,,,,,,,,,,,,,,
다사594310,2020,,,,,,,,,,,,,,,,,,
다사610340,2020,,,,,,,,,,,,,,,,,,
다사699384,2020,12.0,17.0,20.0,7.0,10.0,11.0,20.0,20.0,18.0,19.0,8.0,11.0,0.0,6.0,,0.0,,
다사720389,2020,,,,,,,,,,,,,,,,,,
다사594309,2020,,,,,,,,,,,,,,,,,,
다사699385,2020,49.0,48.0,53.0,39.0,37.0,43.0,63.0,58.0,56.0,51.0,25.0,29.0,6.0,7.0,0.0,0.0,,
다사720388,2020,,,,,,,,,,,,,,,,,,
다사610339,2020,,,,,,,,,,,,,,,,,,
다사720387,2020,,,,,,,,,,,,,,,,,,
다사699386,2020,37.0,35.0,51.0,33.0,43.0,34.0,43.0,50.0,44.0,48.0,20.0,35.0,10.0,16.0,,0.0,,
다사699366,2020,,,,,,,,,,,,,,,,,,
다사721356,2020,,,,,,,,,,,,,,,,,,
다사699394,2020,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,
다사593324,2020,,,,,,,,,,,,,,,,,,
다사699345,2020,,,,,,,,,,,,,,,,,,
다사721378,2020,,,,,,,,,,,,,,,,,,
다사593320,2020,,,,,,,,,,,,,,,,,,
다사699346,2020,,,,,,,,,,,,,,,,,,
다사721377,2020,,,,,,,,,,,,,,,,,,
다사610365,2020,,,,,,,,,,,,,,,,,,
다사699347,2020,51.0,32.0,19.0,14.0,27.0,44.0,48.0,65.0,40.0,57.0,20.0,19.0,7.0,9.0,0.0,0.0,,
다사721376,2020,,,,,,,,,,,,,,,,,,
다사593321,2020,,,,,,,,,,,,,,,,,,
다사610364,2020,,,,,,,,,,,,,,,,,,
다사699348,2020,10.0,21.0,13.0,14.0,22.0,23.0,29.0,41.0,47.0,36.0,19.0,24.0,10.0,18.0,0.0,0.0,,
다사721375,2020,,,,,,,,,,,,,,,,,,
다사593322,2020,,,,,,,,,,,,,,,,,,
다사721374,2020,,,,,,,,,,,,,,,,,,
다사699349,2020,6.0,0.0,9.0,10.0,7.0,6.0,7.0,9.0,11.0,11.0,0.0,0.0,,,,,,
다사610363,2020,,,,,,,,,,,,,,,,,,
다사721373,2020,,,,,,,,,,,,,,,,,,
다사699350,2020,14.0,10.0,15.0,10.0,12.0,13.0,13.0,19.0,22.0,14.0,6.0,0.0,,0.0,,0.0,,
다사593323,2020,,,,,,,,,,,,,,,,,,
다사721372,2020,,,,,,,,,,,,,,,,,,
다사610362,2020,,,,,,,,,,,,,,,,,,
다사610366,2020,,,,,,,,,,,,,,,,,,
다사593319,2020,,,,,,,,,,,,,,,,,,
다사721379,2020,,,,,,,,,,,,,,,,,,
다사721383,2020,,,,,,,,,,,,,,,,,,
다사699338,2020,,,,,,,,,,,,,,,,,,
다사611292,2020,,,,,,,,,,,,,,,,,,
다사721385,2020,,,,,,,,,,,,,,,,,,
다사593315,2020,,,,,,,,,,,,,,,,,,
다사699339,2020,,,,,,,,,,,,,,,,,,
다사721384,2020,,,,,,,,,,,,,,,,,,
다사699340,2020,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,
다사593316,2020,,,,,,,,,,,,,,,,,,
다사611291,2020,,,,,,,,,,,,,,,,,,
다사699341,2020,,,,,,,,,,,,,,,,,,
다사699344,2020,,,,,,,,,,,,,,,,,,
다사721382,2020,,,,,,,,,,,,,,,,,,
다사610368,2020,,,,,,,,,,,,,,,,,,
다사593317,2020,,,,,,,,,,,,,,,,,,
다사699342,2020,,,,,,,,,,,,,,,,,,
다사721381,2020,,,,,,,,,,,,,,,,,,
다사593318,2020,,,,,,,,,,,,,,,,,,
다사699343,2020,,,,,,,,,,,,,,,,,,
다사721380,2020,,,,,,,,,,,,,,,,,,
다사610367,2020,,,,,,,,,,,,,,,,,,
다사699351,2020,,,,,,,,,,,,,,,,,,
다사721371,2020,,,,,,,,,,,,,,,,,,
다사593334,2020,,,,,,,,,,,,,,,,,,
다사699352,2020,,,,,,,,,,,,,,,,,,
다사721363,2020,,,,,,,,,,,,,,,,,,
다사593330,2020,,,,,,,,,,,,,,,,,,
다사610356,2020,,,,,,,,,,,,,,,,,,
다사699360,2020,,,,,,,,,,,,,,,,,,
다사721362,2020,,,,,,,,,,,,,,,,,,
다사721361,2020,,,,,,,,,,,,,,,,,,
다사699361,2020,,,,,,,,,,,,,,,,,,
다사593331,2020,,,,,,,,,,,,,,,,,,
다사610355,2020,,,,,,,,,,,,,,,,,,
다사721360,2020,,,,,,,,,,,,,,,,,,
다사699362,2020,,,,,,,,,,,,,,,,,,
다사593332,2020,,,,,,,,,,,,,,,,,,
다사721359,2020,,,,,,,,,,,,,,,,,,
다사610354,2020,,,,,,,,,,,,,,,,,,
